resposta_gerada,resposta_referencia,precision,recall,f1
"Os formulários mencionados no documento são:

1. USOST-027 - Permissão de Trabalho de Risco: utilizado para atividades não rotineiras com validade de 1 dia, ou para atividades programadas com validade de até 5 dias, disponível no site do HE -> Sistemas -> ADS Hospitalar -> Documentos -> USOST.

2. USOST-029 - Autorização para Trabalho a Quente: necessário para atividades que envolvam fontes de ignição, como trabalhos a quente, e deve ser utilizado em conjunto com a PTR, disponível no mesmo site e pasta mencionados acima.

3. USOST-030 - Permissão de Entrada e Trabalho em Espaços Confinados (PET): utilizado para garantir a segurança em espaços confinados, também em conjunto com a PTR, disponível no mesmo site e pasta mencionados acima.

4. USOST-039 - Etiqueta de Bloqueio de Energias Perigosas: aplicável para bloqueio e etiquetagem de fontes de energia perigosas, disponível no mesmo site e pasta mencionados acima.

Esses formulários têm como finalidade a formalização e segurança nas atividades que apresentam riscos, garantindo que as medidas preventivas sejam implementadas e que os trabalhadores estejam cientes e prepar","Os formulários mencionados são o USOST-038 - Controle de acesso em espaço confinado, o USOST-028 - Inspeção de trabalho em altura, o USOST-029 - Autorização para trabalho a quente e o USOST-030 - Permissão de Entrada e Trabalho em espaços confinados – PET.",0.6469524502754211,0.782008945941925,0.7080983519554138
"O Estágio Optativo para acadêmicos de Medicina ou residentes é definido como uma atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante. Este estágio deve ser solicitado com antecedência, e a documentação necessária deve ser enviada para formalização do estágio. A solicitação é feita através de um formulário específico, e os documentos necessários incluem o Plano de Ensino, assinado junto com o supervisor, e uma declaração de seguro fornecida pelo colegiado da Faculdade de Medicina. Para acadêmicos de outras instituições, são necessários o Termo de Compromisso de Estágio, assinado pelo acadêmico e pela instituição de ensino, a Carta de apresentação da Instituição de Ensino, a cópia da apólice de seguro ou declaração de que o estudante está assegurado, e a cópia da carteira de vacinação. Todo esse processo é gerenciado pela Gerência de Ensino e Pesquisa (GEP) do Hospital Escola da Universidade Federal de Pelotas, que utiliza o sistema SEI! para encaminhamento e aprovação das solicitações. Após a aprovação, a GEP comunica o estudante e prossegue com os passos para","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",0.6193794012069702,0.8506123423576355,0.7168092131614685
"Os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL incluem:

- **Plano de Ensino**: Preenchido e assinado em conjunto com o supervisor do estágio. (Disponível em: Q:#GERÊNCIA DE ENSINO E PESQUISADOCUMENTOS - GERAIS - GEP E HEDOCUMENTOS PARA PADRONIZAÇÃO Plano de Ensino)
  
- **Declaração de Seguro**: Fornecida pelo colegiado da Faculdade de Medicina (FAMED) para estudantes da UFPEL.

Para estudantes de outras instituições:

- **Termo de Compromisso de Estágio**: 3 vias, assinadas pelo acadêmico e pela instituição de ensino. (Modelo disponível em: S:#GERÊNCIA DE ENSINO E PESQUISA > DOCUMENTOS - GERAIS - GEP E HE > DOCUMENTOS PARA PADRONIZAÇÃO> Termo de Compromisso de Estágio – Modelos> Termo-de-Compromisso-HE UFPEL-como-PARTE-CONCEDENTE)

- **Plano de Ensino**: Preenchido e assinado em conjunto com o professor coordenador de estágios. Se a instituição não possuir modelo próprio","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",0.4724169969558716,0.6498785018920898,0.5471173524856567
"Para o preenchimento do Sistema ADS Ensino e o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação, são necessários os seguintes materiais:

- Computador com Internet;
- Sistema ADS Ensino disponível no site do Hospital Escola UFPEL/EBSERH;
- Impressora Ink Jet ou Laser colorida;
- Papel A4;
- Plástico Polaseal para a plastificação do crachá.

O processo envolve acessar o sistema com login e senha, verificar e atualizar o cadastro do estudante, preencher a vaga curricular com as informações do estágio, incluindo supervisor e período, e finalizar o processo imprimindo o crachá, que será recortado, plastificado e entregue ao estagiário. A documentação deve ser entregue com antecedência de até 15 dias, e os crachás serão impressos em equipamento de impressão colorida do Hospital Escola e entregues na portaria ou no Setor de Ensino, conforme acordado previamente.

Além disso, é crucial que o Termo de Compromisso de Estágio, a Carta de Apresentação, a cópia da apólice de seguro e a cópia da carteirinha de vacinação sejam entregues para a formal","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",0.5596474409103394,0.771418035030365,0.6486865878105164
"Os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação são:

- Computador com acesso à internet
- Sistema ADS Ensino (disponível no site do HE UFPEL)
- Impressora ink jet ou laser colorida
- Papel A4
- Plástico Polaseal para a plastificação dos crachás

Além disso, é necessário o preenchimento do Formulário ""Solicitação para Realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades"", disponível no site do HE UFPEL, e a verificação de que todos os campos obrigatórios no cadastro do estudante no sistema ADS Ensino foram preenchidos corretamente. 

Para a impressão dos crachás, o arquivo gerado pelo sistema ADS Ensino deve ser salvo em formato PDF e impresso em uma impressora colorida. Após a impressão, os crachás devem ser recortados, plastificados e entregues na portaria de entrada dos funcionários ou no Setor de Ensino para retirada pelo estagiário.

Estes procedimentos são detalhados em documentos que descrevem o processo de formalização e cadastro dos estágios optativos, bem como a impressão dos crachás de identificação, garantindo que","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",0.6555196642875671,0.8200628757476807,0.7286170721054077
"A Resolução CNS no 466/2012, item II.21, define ressarcimento como ""compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação"". O TCLE (Termo de Consentimento Livre e Esclarecido) deve conter a garantia de ressarcimento e detalhar como serão cobertas as despesas decorrentes da participação na pesquisa. Isso assegura que os participantes não arquem com custos adicionais ao participarem do estudo, promovendo a equidade e garantindo que a participação na pesquisa não resulte em prejuízo financeiro para os participantes e seus acompanhantes.","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",0.6764227151870728,0.8769711256027222,0.7637511491775513
"Os formulários utilizados na rotina de monitorias remotas são:

1. **Formulário CPC – 003 Anuência para Monitoria Remota**: Este formulário deve ser preenchido pela Chefia do Setor de Gestão da Pesquisa e Inovações Tecnológicas em Saúde para documentar a anuência com a monitoria remota e fica arquivado nos documentos do Centro de Pesquisa Clínica (CPC) para cobrir todas as atividades subsequentes.

2. **Formulário CPC – 004 Ciência para Monitoria Remota**: Os Investigadores e Sub-investigadores devem preencher este formulário para documentar a ciência da execução da monitoria remota, respaldando sua execução.

3. **Formulário CPC – 005 Acordo de Confidencialidade**: Para cada monitoria remota, o monitor deve encaminhar este formulário, assinado 24 horas antes, ao CPC. O objetivo é garantir a confidencialidade e o uso adequado das informações coletadas durante a monitoria.

**Propósitos dos formulários:**
- O Formulário CPC – 003 serve para documentar a autorização da monitoria remota.
- O Formulário CPC – 004 é utilizado para confirmar que os investigadores e sub-investigadores estão",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,0.6280057430267334,0.8052135109901428,0.7056543827056885
"A responsabilidade do coordenador da ação de instrutoria interna no Hospital Escola da Universidade Federal de Pelotas, gerido pela Empresa Brasileira de Serviços Hospitalares (EBSERH), é elaborar o projeto básico de capacitação para instrutoria interna conforme a capacitação validada no Plano de Desenvolvimento de Competências (PDC). As demandas de capacitações extemporâneas devem ser justificadas e encaminhadas à Unidade de Desenvolvimento de Pessoas (UDP). O coordenador deve preencher no sistema SEI o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente, e providenciar as assinaturas necessárias, incluindo a do assistente, chefia da área demandante e demais responsáveis. Além disso, deve detalhar os papéis e perfis para a execução da ação de capacitação, conforme o art. 3o da Portaria-SEI no 2931/2022/DGP-EBSERH, e encaminhar o projeto à UDP com 60 dias de antecedência para análise. Caso haja solicitação de ajustes pela UDP, o coordenador deve realizá-los em até 5 dias e, quando necessário, revisar o material did","Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC. As demandas de capacitações extemporâneas, deverão ser justificadas e encaminhadas à UDP. Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente. Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente. Emitir despacho, detalhando os papéis e perfis esperados para a execução da ação de capacitação, conforme o art. 3º da Portaria-SEI nº 2931/2022/DGP-EBSERH.",0.7679988145828247,0.8587948679924011,0.8108631372451782
"O colaborador apto para a instrutoria interna tem o prazo de 7 dias, após o recebimento do despacho de indicação pela UDP, para manifestar confirmação ou indisponibilidade. Para isso, o colaborador deve preencher o Termo de Ciência da Atividade de Instrutoria Interna_SEI, que inclui sua assinatura e a de sua chefia imediata, ou emitir um despacho informando a indisponibilidade para atuação na ação de capacitação. Este termo ou despacho deve ser incluído no processo SEI e enviado à UDP para validação e continuidade do processo.","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",0.8271752595901489,0.860069751739502,0.8433018326759338
"Os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH) são:

1. **Norma - SEI no 5/2022/DGP-EBSERH**: Dispõe sobre as ações de capacitação no âmbito da EBSERH, incluindo diretrizes e procedimentos para a realização de capacitações internas.

2. **Portaria-SEI no 2931/2022/DGP-EBSERH**: Regulamenta a instrutoria interna no âmbito da Rede EBSERH, estabelecendo critérios e procedimentos para a seleção, atuação e avaliação dos instrutores internos.

3. **POP.DGP.029 - Avaliação de Necessidades de Treinamento, Desenvolvimento e Educação (2024)**: Orienta a avaliação e o planejamento das necessidades de capacitação, alinhando-se às diretrizes institucionais.

Estes documentos são essenciais para a formalização e condução das capacitações e instrutorias internas, garantindo que as ações estejam alinhadas com as normas e diretrizes institucionais da EBSERH. É importante que todas as",Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,0.5544836521148682,0.8011728525161743,0.6553832292556763
