resposta_gerada,resposta_referencia,precision,recall,f1
"Os formulários mencionados no documento como disponíveis no site do HE -> Sistemas -> ADS Hospitalar -> Documentos -> USOST – Unidade de Saúde Ocupacional e Segurança do Trabalho, e suas finalidades são:

1. **Formulário USOST-027 – Permissão de Trabalho de Risco (PTR)**  
   - Utilizado para atividades não rotineiras com validade de 1 dia ou atividades previamente programadas com validade de até 5 dias.  
   - Destina-se a autorizar e controlar trabalhos com risco, incluindo descrição da atividade, perigos envolvidos, EPIs necessários e declaração de ciência dos executantes.

2. **Formulário USOST-029 – Autorização para trabalho a quente**  
   - Deve ser emitido juntamente com a PTR para atividades que envolvam fontes de ignição, como aquecimento, centelha ou chama, em áreas com presença de material inflamável ou combustível.

3. **Formulário USOST-030 – Permissão de Entrada e Trabalho em espaços confinados (PET)**  
   - Emitido juntamente com a PTR para trabalhos em espaços confinados, contendo informações sobre riscos, medidas de controle, e deve ser mantido pelo supervisor de entrada e vigia.

4. **Formulário USOST-039 – Etiqueta bloqueio de energias perigosas**  
   - Emitido juntamente com a PTR para bloqueio e etiquetagem de energias perigosas (elétrica, mecânica, hidráulica, pneumática, química, térmica), para impedir acionamento acidental de fontes de energia durante manutenção ou limpeza.

Esses formulários são utilizados para garantir a segurança e o controle das atividades de risco, trabalho a quente, entrada em espaços confinados e bloqueio de energias perigosas.","Os formulários mencionados são o USOST-038 - Controle de acesso em espaço confinado, o USOST-028 - Inspeção de trabalho em altura, o USOST-029 - Autorização para trabalho a quente e o USOST-030 - Permissão de Entrada e Trabalho em espaços confinados – PET.",0.6535181999206543,0.8044307231903076,0.7211639285087585
"De acordo com o documento 1 (e também repetido no documento 2), a definição de Estágio Optativo para acadêmicos de Medicina ou residentes é:

""Estágio Optativo é atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.""","Entende-se Estágio Optativo como atividade curricular obrigatória, porém em área eletiva, ou seja, escolhida pelo próprio estudante.",0.7741357684135437,0.8932775259017944,0.8294501304626465
"Os materiais necessários para a formalização de um Estágio Optativo previamente aprovado no Hospital Escola UFPEL, de acordo com o documento, são:

Para Acadêmicos da UFPEL:
- Plano de Ensino, preenchido e assinado em conjunto com o supervisor do estágio;
- Declaração de seguro fornecida pelo colegiado da Faculdade de Medicina (FAMED).

Para Acadêmicos de outras Instituições:
- Termo de Compromisso de Estágio (3 vias), assinado pelo acadêmico e pela instituição de ensino;
- Plano de Ensino, preenchido e assinado em conjunto com o professor coordenador de estágios (caso a Instituição de Ensino não tenha modelo próprio, pode ser usado o modelo da GEP);
- Carta de apresentação fornecida pela Instituição de Ensino, mencionando nome do estudante, situação atual de matrícula, nome da disciplina de estágio obrigatório que deve realizar e carga horária total que deve cumprir;
- Cópia de apólice de seguro contra acidentes pessoais, ou declaração da Instituição de Ensino atestando que o estudante está assegurado (mencionar nome da seguradora, número da apólice e prazo de vigência);
- Cópia de comprovante vacinal (carteirinha de vacinação) com as doses de Hepatite B e Dupla Adulto (Tétano, Difteria) em dia.","Computador com Internet, Sistema ADS Ensino (SIte Hospital Escola)",0.5279598832130432,0.6479905247688293,0.5818493366241455
"Os materiais necessários para o preenchimento do Sistema ADS Ensino para o cadastro de estágios curriculares obrigatórios, incluindo a impressão dos crachás de identificação, são:

- Computador com Internet  
- Sistema ADS Ensino (site do HE UFPEL)  

(Documento 2, MATERIAL)

Além disso, para a impressão dos crachás, deve-se salvar o arquivo PDF em pen drive para impressão em equipamento de impressão colorida do Hospital Escola, plastificar o crachá e entregá-lo na portaria ou no Setor de Ensino para retirada pelo estagiário. (Documento 2, Ação 5)

Portanto, os materiais necessários são:

- Computador com Internet  
- Sistema ADS Ensino  
- Pen drive (para salvar o arquivo PDF do crachá)  
- Impressora colorida (do Hospital Escola)  
- Papel A4 (implícito para impressão)  
- Plástico para plastificação do crachá (implícito na etapa de plastificação)  

Obs.: O Documento 2 não menciona explicitamente papel A4 e plástico, mas o Documento 1, que trata de estágio optativo, menciona esses materiais para impressão e plastificação do crachá. Como a pergunta é sobre estágio curricular obrigatório, e o Documento 2 não menciona papel A4 e plástico, a resposta deve se limitar ao que está no Documento 2.

Resposta final:

- Computador com Internet  
- Sistema ADS Ensino (site do HE UFPEL)  
- Pen drive (para salvar o arquivo PDF do crachá)  
- Impressora colorida do Hospital Escola","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL)",0.5738297700881958,0.7784467339515686,0.6606576442718506
"Os materiais necessários para o preenchimento do Sistema ADS Ensino para cadastro dos estágios optativos e impressão dos crachás de identificação são:

- Computador com Internet
- Sistema ADS Ensino (site do HE UFPEL)
- Impressora Ink Jet ou Laser colorida
- Papel A4
- Plástico Polaseal para plastificação do crachá","Computador com Internet, Sistema ADS Ensino (site do HE UFPEL); Impressora Ink Jet ou Laser colorida; Papel A4; Plástico Polaseal para plastificação do crachá.",0.8050975799560547,0.8852985501289368,0.8432955741882324
"A Resolução CNS n° 466/2012, item II.21 define ressarcimento como “compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”.","“compensação material, exclusivamente de despesas do participante e seus acompanhantes, quando necessário, tais como transporte e alimentação”",0.7919265031814575,0.9363303184509277,0.8580955862998962
"Os formulários utilizados na rotina de monitorias remotas descrita no documento são:

1. **Formulário CPC – 003 Anuência para Monitoria Remota**: Utilizado pela Chefia do Setor de Pesquisa e Inovações Tecnológicas em Saúde para documentar sua anuência sempre que se tornar necessário realizar monitoria remota, devido às restrições da pandemia de COVID-19. Este formulário fica arquivado nos documentos do Centro de Pesquisa Clínica (CPC) para cobrir todas as atividades subsequentes.

2. **Formulário CPC – 004 Ciência para Monitoria Remota**: Utilizado por todos os investigadores e sub-investigadores que necessitarem realizar a monitoria remota para deixar documentada sua ciência, respaldando a execução da monitoria.

3. **Formulário CPC – 005 Acordo de Confidencialidade: Monitoria Remota por vídeo ou webconferência**: Utilizado pelo monitor, que deve encaminhá-lo assinado ao CPC 24 horas antes da monitoria remota. Este formulário compromete o monitor a utilizar a documentação-fonte de forma adequada, destruir de forma segura qualquer cópia de documento-fonte após a verificação dos dados e a não fazer cópias ou gravações de qualquer documento-fonte contendo informações do participante.

Além disso, no relatório de cada monitoria remota, o monitor deve especificar o método utilizado, os documentos verificados e reafirmar que todos os documentos-fonte foram utilizados de forma adequada e que não há arquivos ou gravações referentes aos mesmos.",Formulário CPC – 003 Anuência para Monitoria Remota; Formulário CPC – 004 Ciência para Monitoria Remota; Formulário CPC – 003 Acordo de confidencialidade: Monitoria Remota por vídeo ou webconferência,0.6120398044586182,0.8649892807006836,0.7168550491333008
"De acordo com o documento, a responsabilidade do coordenador da ação de instrutoria interna referente à elaboração do projeto básico de capacitação para instrutoria interna é:

- Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC.
- Justificar e encaminhar à UDP as demandas de capacitações extemporâneas.
- Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente.
- Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente.
- Emitir despacho detalhando os papéis e perfis esperados para a execução da ação de capacitação, contendo nome do colaborador indicado, seu cargo e breve justificativa sobre sua qualificação para a temática.
- Assinar o despacho e providenciar as assinaturas da chefia imediata e demais responsáveis, conforme definido no PDC vigente; no caso de comissão, incluir assinatura do coordenador da comissão e do superintendente.
- Enviar, via sistema SEI, o projeto com 60 dias de antecedência à realização da ação à unidade UDP/DIVGP/GAD/HE-UFPel e aguardar a elaboração da nota técnica de aprovação ou despacho preliminar.
- Realizar os ajustes necessários solicitados no processo em, no máximo, 5 dias após o envio do despacho pela UDP.
- Revisar, quando for o caso, o material didático da capacitação.
- Providenciar o espaço físico adequado para capacitações presenciais.
- Providenciar o link da sala virtual para divulgação em capacitações on-line síncronas.
- Solicitar ao conteudista a inclusão do material produzido e materiais de referência para capacitações à distância e assíncronas na Plataforma 3EC.
- Acompanhar a execução da capacitação e disponibilizar o link da lista de presença e avaliação de reação aos participantes durante o evento.
- É responsabilidade do coordenador disponibilizar o link somente para os participantes do evento.","Elaborar o projeto básico de capacitação para instrutoria interna, conforme capacitação validada no PDC. As demandas de capacitações extemporâneas, deverão ser justificadas e encaminhadas à UDP. Preencher, no sistema SEI, o Formulário SEI_Projeto Básico de Capacitação, conforme orientações do PDC vigente. Assinar o Projeto Básico e providenciar a assinatura do assistente, chefia da área demandante e demais responsáveis, conforme definido no PDC vigente. Emitir despacho, detalhando os papéis e perfis esperados para a execução da ação de capacitação, conforme o art. 3º da Portaria-SEI nº 2931/2022/DGP-EBSERH.",0.7480018138885498,0.824636697769165,0.7844520807266235
"Após recebimento do despacho de indicação pela UDP, o colaborador apto para a instrutoria interna tem o prazo de 7 dias para manifestar confirmação ou indisponibilidade, mediante preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.","Após o recebimento do despacho de indicação, por parte da UDP, o colaborador apto para a instrutoria interna terá o prazo de 7 dias, para manifestar confirmação ou indisponibilidade, preenchimento do Termo de Ciência da Atividade de Instrutoria Interna_SEI (com a assinatura do instrutor e chefia imediata dele), ou despacho informando a indisponibilidade para atuação na ação de capacitação.",0.9324702024459839,0.9279808402061462,0.9302201271057129
"Os documentos normativos citados que regem as ações de capacitação e a instrutoria interna na Empresa Brasileira de Serviços Hospitalares (EBSERH) são:

- Norma Operacional de Instrutoria vigente.
- Portaria SEI nº 2931/2022/DGP-EBSERH.
- Norma - SEI nº 5/2022/DGP-EBSERH.",Norma - SEI nº 5/2022/DGP-EBSERH; Portaria- SEI nº 2931/2022/DGP-EBSERH.,0.7058305740356445,0.8788722157478333,0.782903790473938
